Data set,layers,position_range,velocity_range,omega,c1,c2,vmax,pop_size,loss1,loss2
soybean,2,10,1,0.5,0.5,0.1,7,100,100,100
soybean,2,10,1,0.5,0.5,0.1,7,1000,100,100
soybean,2,10,1,0.5,0.5,0.1,15,10,80,72
soybean,2,10,1,0.5,0.5,0.1,15,100,60,46.6666666666667
soybean,2,10,1,0.5,0.5,0.1,15,1000,100,100
soybean,2,10,1,0.5,0.5,0.5,1,10,80,73.3333333333333
soybean,2,10,1,0.5,0.5,0.5,1,100,100,100
soybean,2,10,1,0.5,0.5,0.5,1,1000,100,100
soybean,2,10,1,0.5,0.5,0.5,7,10,40,22.8571428571429
soybean,2,10,1,0.5,0.5,0.5,7,100,60,53.3333333333333
soybean,2,10,1,0.5,0.5,0.5,7,1000,100,100
soybean,2,10,1,0.5,0.5,0.5,15,10,60,56.6666666666667
soybean,2,10,1,0.5,0.5,0.5,15,100,60,52
soybean,2,10,1,0.5,0.5,0.5,15,1000,100,100
soybean,2,10,1,0.5,0.5,0.9,1,10,0,0
soybean,2,10,1,0.5,0.5,0.9,1,100,100,100
soybean,2,10,1,0.5,0.5,0.9,1,1000,100,100
soybean,2,10,1,0.5,0.5,0.9,7,10,60,53.3333333333333
soybean,2,10,1,0.5,0.5,0.9,7,100,60,46.6666666666667
soybean,2,10,1,0.5,0.5,0.9,7,1000,100,100
soybean,2,10,1,0.5,0.5,0.9,15,10,40,26.6666666666667
soybean,2,10,1,0.5,0.5,0.9,15,100,100,100
soybean,2,10,1,0.5,0.5,0.9,15,1000,100,100
soybean,2,10,1,0.5,0.5,5,1,10,40,23.3333333333333
soybean,2,10,1,0.5,0.5,5,1,100,80,73.3333333333333
soybean,2,10,1,0.5,0.5,5,1,1000,60,52
soybean,2,10,1,0.5,0.5,5,7,10,20,6.66666666666667
soybean,2,10,1,0.5,0.5,5,7,100,20,10
soybean,2,10,1,0.5,0.5,5,7,1000,80,73.3333333333333
soybean,2,10,1,0.5,0.5,5,15,10,20,6.66666666666667
soybean,2,10,1,0.5,0.5,5,15,100,20,8
soybean,2,10,1,0.5,0.5,5,15,1000,80,73.3333333333333
soybean,2,10,1,0.5,0.9,0.1,1,10,20,16
soybean,2,10,1,0.5,0.9,0.1,1,100,80,72
soybean,2,10,1,0.5,0.9,0.1,1,1000,100,100
soybean,2,10,1,0.5,0.9,0.1,7,10,40,40
soybean,2,10,1,0.5,0.9,0.1,7,100,60,46.6666666666667
soybean,2,10,1,0.5,0.9,0.1,7,1000,100,100
soybean,2,10,1,0.5,0.9,0.1,15,10,60,52
soybean,2,10,1,0.5,0.9,0.1,15,100,80,73.3333333333333
soybean,2,10,1,0.5,0.9,0.1,15,1000,100,100
soybean,2,10,1,0.5,0.9,0.5,1,10,60,45.3333333333333
soybean,2,10,1,0.5,0.9,0.5,1,100,80,73.3333333333333
soybean,2,10,1,0.5,0.9,0.5,1,1000,100,100
soybean,2,10,1,0.5,0.9,0.5,7,10,20,20
soybean,2,10,1,0.5,0.9,0.5,7,100,100,100
soybean,2,10,1,0.5,0.9,0.5,7,1000,100,100
soybean,2,10,1,0.5,0.9,0.5,15,10,40,22.8571428571429
soybean,2,10,1,0.5,0.9,0.5,15,100,100,100
soybean,2,10,1,0.5,0.9,0.5,15,1000,100,100
soybean,2,10,1,0.5,0.9,0.9,1,10,40,36
soybean,2,10,1,0.5,0.9,0.9,1,100,100,100
soybean,2,10,1,0.5,0.9,0.9,1,1000,100,100
soybean,2,10,1,0.5,0.9,0.9,7,10,100,100
soybean,2,10,1,0.5,0.9,0.9,7,100,60,46.6666666666667
soybean,2,10,1,0.5,0.9,0.9,7,1000,100,100
soybean,2,10,1,0.5,0.9,0.9,15,10,20,10
soybean,2,10,1,0.5,0.9,0.9,15,100,60,53.3333333333333
soybean,2,10,1,0.5,0.9,0.9,15,1000,100,100
soybean,2,10,1,0.5,0.9,5,1,10,40,28
soybean,2,10,1,0.5,0.9,5,1,100,80,73.3333333333333
soybean,2,10,1,0.5,0.9,5,1,1000,80,80
soybean,2,10,1,0.5,0.9,5,7,10,60,52
soybean,2,10,1,0.5,0.9,5,7,100,40,33.3333333333333
soybean,2,10,1,0.5,0.9,5,7,1000,100,100
soybean,2,10,1,0.5,0.9,5,15,10,40,30
soybean,2,10,1,0.5,0.9,5,15,100,40,33.3333333333333
soybean,2,10,1,0.5,0.9,5,15,1000,40,29.3333333333333
soybean,2,10,1,0.5,5,0.1,1,10,60,46.6666666666667
soybean,2,10,1,0.5,5,0.1,1,100,80,73.3333333333333
soybean,2,10,1,0.5,5,0.1,1,1000,100,100
soybean,2,10,1,0.5,5,0.1,7,10,60,53.3333333333333
soybean,2,10,1,0.5,5,0.1,7,100,60,45.3333333333333
soybean,2,10,1,0.5,5,0.1,7,1000,100,100
soybean,2,10,1,0.5,5,0.1,15,10,80,72
soybean,2,10,1,0.5,5,0.1,15,100,100,100
soybean,2,10,1,0.5,5,0.1,15,1000,100,100
soybean,2,10,1,0.5,5,0.5,1,10,80,73.3333333333333
soybean,2,10,1,0.5,5,0.5,1,100,100,100
soybean,2,10,1,0.5,5,0.5,1,1000,100,100
soybean,2,10,1,0.5,5,0.5,7,10,100,100
soybean,2,10,1,0.5,5,0.5,7,100,100,100
soybean,2,10,1,0.5,5,0.5,7,1000,100,100
soybean,2,10,1,0.5,5,0.5,15,10,20,20
soybean,2,10,1,0.5,5,0.5,15,100,100,100
soybean,2,10,1,0.5,5,0.5,15,1000,100,100
soybean,2,10,1,0.5,5,0.9,1,10,80,72
soybean,2,10,1,0.5,5,0.9,1,100,100,100
soybean,2,10,1,0.5,5,0.9,1,1000,100,100
soybean,2,10,1,0.5,5,0.9,7,10,80,73.3333333333333
soybean,2,10,1,0.5,5,0.9,7,100,100,100
soybean,2,10,1,0.5,5,0.9,7,1000,100,100
soybean,2,10,1,0.5,5,0.9,15,10,40,26.6666666666667
soybean,2,10,1,0.5,5,0.9,15,100,60,50
soybean,2,10,1,0.5,5,0.9,15,1000,100,100
soybean,2,10,1,0.5,5,5,1,10,60,60
soybean,2,10,1,0.5,5,5,1,100,60,53.3333333333333
soybean,2,10,1,0.5,5,5,1,1000,100,100
soybean,2,10,1,0.5,5,5,7,10,60,45.3333333333333
soybean,2,10,1,0.5,5,5,7,100,40,28
soybean,2,10,1,0.5,5,5,7,1000,20,13.3333333333333
soybean,2,10,1,0.5,5,5,15,10,0,0
soybean,2,10,1,0.5,5,5,15,100,20,13.3333333333333
soybean,2,10,1,0.5,5,5,15,1000,60,53.3333333333333
soybean,2,10,1,0.8,0.1,0.1,1,10,100,100
soybean,2,10,1,0.8,0.1,0.1,1,100,100,100
soybean,2,10,1,0.8,0.1,0.1,1,1000,100,100
soybean,2,10,1,0.8,0.1,0.1,7,10,20,8
soybean,2,10,1,0.8,0.1,0.1,7,100,20,6.66666666666667
soybean,2,10,1,0.8,0.1,0.1,7,1000,100,100
soybean,2,10,1,0.8,0.1,0.1,15,10,40,26.6666666666667
soybean,2,10,1,0.8,0.1,0.1,15,100,100,100
soybean,2,10,1,0.8,0.1,0.1,15,1000,100,100
soybean,2,10,1,0.8,0.1,0.5,1,10,40,23.3333333333333
soybean,2,10,1,0.8,0.1,0.5,1,100,40,34.6666666666667
soybean,2,10,1,0.8,0.1,0.5,1,1000,40,22.8571428571429
soybean,2,10,1,0.8,0.1,0.5,7,10,20,8
soybean,2,10,1,0.8,0.1,0.5,7,100,20,6.66666666666667
soybean,2,10,1,0.8,0.1,0.5,7,1000,80,72
soybean,2,10,1,0.8,0.1,0.5,15,10,40,33.3333333333333
soybean,2,10,1,0.8,0.1,0.5,15,100,80,72
soybean,2,10,1,0.8,0.1,0.5,15,1000,60,45.3333333333333
soybean,2,10,1,0.8,0.1,0.9,1,10,40,28
soybean,2,10,1,0.8,0.1,0.9,1,100,40,33.3333333333333
soybean,2,10,1,0.8,0.1,0.9,1,1000,40,23.3333333333333
soybean,2,10,1,0.8,0.1,0.9,7,10,0,0
soybean,2,10,1,0.8,0.1,0.9,7,100,40,23.3333333333333
soybean,2,10,1,0.8,0.1,0.9,7,1000,80,72
soybean,2,10,1,0.8,0.1,0.9,15,10,40,23.3333333333333
soybean,2,10,1,0.8,0.1,0.9,15,100,60,56.6666666666667
soybean,2,10,1,0.8,0.1,0.9,15,1000,100,100
soybean,2,10,1,0.8,0.1,5,1,10,20,13.3333333333333
soybean,2,10,1,0.8,0.1,5,1,100,40,29.3333333333333
soybean,2,10,1,0.8,0.1,5,1,1000,60,50
soybean,2,10,1,0.8,0.1,5,7,10,40,23.3333333333333
soybean,2,10,1,0.8,0.1,5,7,100,20,6.66666666666667
soybean,2,10,1,0.8,0.1,5,7,1000,60,50
soybean,2,10,1,0.8,0.1,5,15,10,40,28
soybean,2,10,1,0.8,0.1,5,15,100,20,20
soybean,2,10,1,0.8,0.1,5,15,1000,20,6.66666666666667
soybean,2,10,1,0.8,0.5,0.1,1,10,80,72
soybean,2,10,1,0.8,0.5,0.1,1,100,40,26.6666666666667
soybean,2,10,1,0.8,0.5,0.1,1,1000,100,100
soybean,2,10,1,0.8,0.5,0.1,7,10,40,28
soybean,2,10,1,0.8,0.5,0.1,7,100,100,100
soybean,2,10,1,0.8,0.5,0.1,7,1000,100,100
soybean,2,10,1,0.8,0.5,0.1,15,10,20,10
soybean,2,10,1,0.8,0.5,0.1,15,100,80,72
soybean,2,10,1,0.8,0.5,0.1,15,1000,100,100
soybean,2,10,1,0.8,0.5,0.5,1,10,20,6.66666666666667
soybean,2,10,1,0.8,0.5,0.5,1,100,0,0
soybean,2,10,1,0.8,0.5,0.5,1,1000,40,23.3333333333333
soybean,2,10,1,0.8,0.5,0.5,7,10,20,13.3333333333333
soybean,2,10,1,0.8,0.5,0.5,7,100,60,60
soybean,2,10,1,0.8,0.5,0.5,7,1000,40,33.3333333333333
soybean,2,10,1,0.8,0.5,0.5,15,10,0,0
soybean,2,10,1,0.8,0.5,0.5,15,100,20,6.66666666666667
soybean,2,10,1,0.8,0.5,0.5,15,1000,100,100
soybean,2,10,1,0.8,0.5,0.9,1,10,40,34.6666666666667
soybean,2,10,1,0.8,0.5,0.9,1,100,20,6.66666666666667
soybean,2,10,1,0.8,0.5,0.9,1,1000,60,50
soybean,2,10,1,0.8,0.5,0.9,7,10,20,6.66666666666667
soybean,2,10,1,0.8,0.5,0.9,7,100,0,0
soybean,2,10,1,0.8,0.5,0.9,7,1000,80,80
soybean,2,10,1,0.8,0.5,0.9,15,10,40,33.3333333333333
soybean,2,10,1,0.8,0.5,0.9,15,100,0,0
soybean,2,10,1,0.8,0.5,0.9,15,1000,20,6.66666666666667
soybean,2,10,1,0.8,0.5,5,1,10,40,22.8571428571429
soybean,2,10,1,0.8,0.5,5,1,100,20,6.66666666666667
soybean,2,10,1,0.8,0.5,5,1,1000,20,10
soybean,2,10,1,0.8,0.5,5,7,10,0,0
soybean,2,10,1,0.8,0.5,5,7,100,40,23.3333333333333
soybean,2,10,1,0.8,0.5,5,7,1000,40,23.3333333333333
soybean,2,10,1,0.8,0.5,5,15,10,20,6.66666666666667
soybean,2,10,1,0.8,0.5,5,15,100,0,0
soybean,2,10,1,0.8,0.5,5,15,1000,20,6.66666666666667
soybean,2,10,1,0.8,0.9,0.1,1,10,20,10
soybean,2,10,1,0.8,0.9,0.1,1,100,100,100
soybean,2,10,1,0.8,0.9,0.1,1,1000,100,100
soybean,2,10,1,0.8,0.9,0.1,7,10,40,32
soybean,2,10,1,0.8,0.9,0.1,7,100,100,100
soybean,2,10,1,0.8,0.9,0.1,7,1000,20,6.66666666666667
soybean,2,10,1,0.8,0.9,0.1,15,10,60,56.6666666666667
soybean,2,10,1,0.8,0.9,0.1,15,100,40,28
soybean,2,10,1,0.8,0.9,0.1,15,1000,100,100
soybean,2,10,1,0.8,0.9,0.5,1,10,20,8
soybean,2,10,1,0.8,0.9,0.5,1,100,40,28
soybean,2,10,1,0.8,0.9,0.5,1,1000,20,6.66666666666667
soybean,2,10,1,0.8,0.9,0.5,7,10,20,6.66666666666667
soybean,2,10,1,0.8,0.9,0.5,7,100,0,0
soybean,2,10,1,0.8,0.9,0.5,7,1000,60,46.6666666666667
soybean,2,10,1,0.8,0.9,0.5,15,10,40,22.8571428571429
soybean,2,10,1,0.8,0.9,0.5,15,100,0,0
soybean,2,10,1,0.8,0.9,0.5,15,1000,100,100
soybean,2,10,1,0.8,0.9,0.9,1,10,20,16
soybean,2,10,1,0.8,0.9,0.9,1,100,60,45.3333333333333
soybean,2,10,1,0.8,0.9,0.9,1,1000,40,40
soybean,2,10,1,0.8,0.9,0.9,7,10,40,22.8571428571429
soybean,2,10,1,0.8,0.9,0.9,7,100,0,0
soybean,2,10,1,0.8,0.9,0.9,7,1000,20,6.66666666666667
soybean,2,10,1,0.8,0.9,0.9,15,10,0,0
soybean,2,10,1,0.8,0.9,0.9,15,100,60,46.6666666666667
soybean,2,10,1,0.8,0.9,0.9,15,1000,40,23.3333333333333
soybean,2,10,1,0.8,0.9,5,1,10,40,22.8571428571429
soybean,2,10,1,0.8,0.9,5,1,100,60,45.3333333333333
soybean,2,10,1,0.8,0.9,5,1,1000,20,10
soybean,2,10,1,0.8,0.9,5,7,10,20,8
soybean,2,10,1,0.8,0.9,5,7,100,40,30
soybean,2,10,1,0.8,0.9,5,7,1000,40,22.8571428571429
soybean,2,10,1,0.8,0.9,5,15,10,0,0
soybean,2,10,1,0.8,0.9,5,15,100,20,8
soybean,2,10,1,0.8,0.9,5,15,1000,80,73.3333333333333
soybean,2,10,1,0.8,5,0.1,1,10,100,100
soybean,2,10,1,0.8,5,0.1,1,100,40,26.6666666666667
soybean,2,10,1,0.8,5,0.1,1,1000,40,26.6666666666667
soybean,2,10,1,0.8,5,0.1,7,10,60,45.3333333333333
soybean,2,10,1,0.8,5,0.1,7,100,100,100
soybean,2,10,1,0.8,5,0.1,7,1000,100,100
soybean,2,10,1,0.8,5,0.1,15,10,40,30
soybean,2,10,1,0.8,5,0.1,15,100,100,100
soybean,2,10,1,0.8,5,0.1,15,1000,100,100
soybean,2,10,1,0.8,5,0.5,1,10,40,23.3333333333333
soybean,2,10,1,0.8,5,0.5,1,100,40,22.8571428571429
soybean,2,10,1,0.8,5,0.5,1,1000,40,26.6666666666667
soybean,2,10,1,0.8,5,0.5,7,10,20,13.3333333333333
soybean,2,10,1,0.8,5,0.5,7,100,100,100
soybean,2,10,1,0.8,5,0.5,7,1000,100,100
soybean,2,10,1,0.8,5,0.5,15,10,20,6.66666666666667
soybean,2,10,1,0.8,5,0.5,15,100,0,0
soybean,2,10,1,0.8,5,0.5,15,1000,100,100
soybean,2,10,1,0.8,5,0.9,1,10,20,6.66666666666667
soybean,2,10,1,0.8,5,0.9,1,100,20,6.66666666666667
soybean,2,10,1,0.8,5,0.9,1,1000,40,30
soybean,2,10,1,0.8,5,0.9,7,10,40,23.3333333333333
soybean,2,10,1,0.8,5,0.9,7,100,20,20
soybean,2,10,1,0.8,5,0.9,7,1000,60,50
soybean,2,10,1,0.8,5,0.9,15,10,0,0
soybean,2,10,1,0.8,5,0.9,15,100,0,0
soybean,2,10,1,0.8,5,0.9,15,1000,80,73.3333333333333
soybean,2,10,1,0.8,5,5,1,10,40,32
soybean,2,10,1,0.8,5,5,1,100,20,10
soybean,2,10,1,0.8,5,5,1,1000,20,10
soybean,2,10,1,0.8,5,5,7,10,40,22.8571428571429
soybean,2,10,1,0.8,5,5,7,100,40,30
soybean,2,10,1,0.8,5,5,7,1000,40,28
soybean,2,10,1,0.8,5,5,15,10,20,6.66666666666667
soybean,2,10,1,0.8,5,5,15,100,0,0
soybean,2,10,1,0.8,5,5,15,1000,0,0
soybean,0,10,1,0.5,0.1,0.1,1,10,40,53.3333333333333
soybean,0,10,1,0.5,0.1,0.1,1,100,100,100
soybean,0,10,1,0.5,0.1,0.1,1,1000,100,100
soybean,0,10,1,0.5,0.1,0.1,7,10,100,100
soybean,0,10,1,0.5,0.1,0.1,7,100,100,100
soybean,0,10,1,0.5,0.1,0.1,7,1000,100,100
soybean,0,10,1,0.5,0.1,0.1,15,10,100,100
soybean,0,10,1,0.5,0.1,0.1,15,100,100,100
soybean,0,10,1,0.5,0.1,0.1,15,1000,100,100
soybean,0,10,1,0.5,0.1,0.5,1,10,20,26.6666666666667
soybean,0,10,1,0.5,0.1,0.5,1,100,100,100
soybean,0,10,1,0.5,0.1,0.5,1,1000,100,100
soybean,0,10,1,0.5,0.1,0.5,7,10,100,100
soybean,0,10,1,0.5,0.1,0.5,7,100,100,100
soybean,0,10,1,0.5,0.1,0.5,7,1000,100,100
soybean,0,10,1,0.5,0.1,0.5,15,10,40,26.6666666666667
soybean,0,10,1,0.5,0.1,0.5,15,100,100,100
soybean,0,10,1,0.5,0.1,0.5,15,1000,100,100
soybean,0,10,1,0.5,0.1,0.9,1,10,100,100
soybean,0,10,1,0.5,0.1,0.9,1,100,100,100
soybean,0,10,1,0.5,0.1,0.9,1,1000,100,100
soybean,0,10,1,0.5,0.1,0.9,7,10,60,63.3333333333333
soybean,0,10,1,0.5,0.1,0.9,7,100,100,100
soybean,0,10,1,0.5,0.1,0.9,7,1000,100,100
soybean,0,10,1,0.5,0.1,0.9,15,10,60,52
soybean,0,10,1,0.5,0.1,0.9,15,100,100,100
soybean,0,10,1,0.5,0.1,0.9,15,1000,100,100
soybean,0,10,1,0.5,0.1,5,1,10,100,100
soybean,0,10,1,0.5,0.1,5,1,100,100,100
soybean,0,10,1,0.5,0.1,5,1,1000,100,100
soybean,0,10,1,0.5,0.1,5,7,10,100,100
soybean,0,10,1,0.5,0.1,5,7,100,100,100
soybean,0,10,1,0.5,0.1,5,7,1000,100,100
soybean,0,10,1,0.5,0.1,5,15,10,80,80
soybean,0,10,1,0.5,0.1,5,15,100,100,100
soybean,0,10,1,0.5,0.1,5,15,1000,100,100
soybean,0,10,1,0.5,0.5,0.1,1,10,40,40
soybean,0,10,1,0.5,0.5,0.1,1,100,100,100
soybean,0,10,1,0.5,0.5,0.1,1,1000,100,100
soybean,0,10,1,0.5,0.5,0.1,7,10,40,36
soybean,0,10,1,0.5,0.5,0.1,7,100,100,100
soybean,0,10,1,0.5,0.5,0.1,7,1000,100,100
soybean,0,10,1,0.5,0.5,0.1,15,10,100,100
soybean,0,10,1,0.5,0.5,0.1,15,100,100,100
soybean,0,10,1,0.5,0.5,0.1,15,1000,100,100
soybean,0,10,1,0.5,0.5,0.5,1,10,60,60
soybean,0,10,1,0.5,0.5,0.5,1,100,100,100
soybean,0,10,1,0.5,0.5,0.5,1,1000,100,100
soybean,0,10,1,0.5,0.5,0.5,7,10,80,78.6666666666667
soybean,0,10,1,0.5,0.5,0.5,7,100,100,100
soybean,0,10,1,0.5,0.5,0.5,7,1000,100,100
soybean,0,10,1,0.5,0.5,0.5,15,10,100,100
soybean,0,10,1,0.5,0.5,0.5,15,100,100,100
soybean,0,10,1,0.5,0.5,0.5,15,1000,100,100
soybean,0,10,1,0.5,0.5,0.9,1,10,100,100
soybean,0,10,1,0.5,0.5,0.9,1,100,100,100
soybean,0,10,1,0.5,0.5,0.9,1,1000,100,100
soybean,0,10,1,0.5,0.5,0.9,7,10,80,72
soybean,0,10,1,0.5,0.5,0.9,7,100,100,100
soybean,0,10,1,0.5,0.5,0.9,7,1000,100,100
soybean,0,10,1,0.5,0.5,0.9,15,10,60,45.3333333333333
soybean,0,10,1,0.5,0.5,0.9,15,100,100,100
soybean,0,10,1,0.5,0.5,0.9,15,1000,100,100
soybean,0,10,1,0.5,0.5,5,1,10,80,78.6666666666667
soybean,0,10,1,0.5,0.5,5,1,100,100,100
soybean,0,10,1,0.5,0.5,5,1,1000,100,100
soybean,0,10,1,0.5,0.5,5,7,10,100,100
soybean,0,10,1,0.5,0.5,5,7,100,100,100
soybean,0,10,1,0.5,0.5,5,7,1000,100,100
soybean,0,10,1,0.5,0.5,5,15,10,80,78.6666666666667
soybean,0,10,1,0.5,0.5,5,15,100,100,100
soybean,0,10,1,0.5,0.5,5,15,1000,100,100
soybean,0,10,1,0.5,0.9,0.1,1,10,80,72
soybean,0,10,1,0.5,0.9,0.1,1,100,100,100
soybean,0,10,1,0.5,0.9,0.1,1,1000,100,100
soybean,0,10,1,0.5,0.9,0.1,7,10,100,100
soybean,0,10,1,0.5,0.9,0.1,7,100,100,100
soybean,0,10,1,0.5,0.9,0.1,7,1000,100,100
soybean,0,10,1,0.5,0.9,0.1,15,10,80,80
soybean,0,10,1,0.5,0.9,0.1,15,100,100,100
soybean,0,10,1,0.5,0.9,0.1,15,1000,100,100
soybean,0,10,1,0.5,0.9,0.5,1,10,100,100
soybean,0,10,1,0.5,0.9,0.5,1,100,100,100
soybean,0,10,1,0.5,0.9,0.5,1,1000,100,100
soybean,0,10,1,0.5,0.9,0.5,7,10,40,36
soybean,0,10,1,0.5,0.9,0.5,7,100,100,100
soybean,0,10,1,0.5,0.9,0.5,7,1000,100,100
soybean,0,10,1,0.5,0.9,0.5,15,10,100,100
soybean,0,10,1,0.5,0.9,0.5,15,100,100,100
soybean,0,10,1,0.5,0.9,0.5,15,1000,100,100
soybean,0,10,1,0.5,0.9,0.9,1,10,100,100
soybean,0,10,1,0.5,0.9,0.9,1,100,100,100
soybean,0,10,1,0.5,0.9,0.9,1,1000,100,100
soybean,0,10,1,0.5,0.9,0.9,7,10,40,22.8571428571429
soybean,0,10,1,0.5,0.9,0.9,7,100,100,100
soybean,0,10,1,0.5,0.9,0.9,7,1000,100,100
soybean,0,10,1,0.5,0.9,0.9,15,10,100,100
soybean,0,10,1,0.5,0.9,0.9,15,100,100,100
soybean,0,10,1,0.5,0.9,0.9,15,1000,100,100
soybean,0,10,1,0.5,0.9,5,1,10,100,100
soybean,0,10,1,0.5,0.9,5,1,100,100,100
soybean,0,10,1,0.5,0.9,5,1,1000,100,100
soybean,0,10,1,0.5,0.9,5,7,10,40,26.6666666666667
soybean,0,10,1,0.5,0.9,5,7,100,100,100
soybean,0,10,1,0.5,0.9,5,7,1000,100,100
soybean,0,10,1,0.5,0.9,5,15,10,100,100
soybean,0,10,1,0.5,0.9,5,15,100,100,100
soybean,0,10,1,0.5,0.9,5,15,1000,100,100
soybean,0,10,1,0.5,5,0.1,1,10,100,100
soybean,0,10,1,0.5,5,0.1,1,100,100,100
soybean,0,10,1,0.5,5,0.1,1,1000,100,100
soybean,0,10,1,0.5,5,0.1,7,10,100,100
soybean,0,10,1,0.5,5,0.1,7,100,100,100
soybean,0,10,1,0.5,5,0.1,7,1000,100,100
soybean,0,10,1,0.5,5,0.1,15,10,100,100
soybean,0,10,1,0.5,5,0.1,15,100,100,100
soybean,0,10,1,0.5,5,0.1,15,1000,100,100
soybean,0,10,1,0.5,5,0.5,1,10,100,100
soybean,0,10,1,0.5,5,0.5,1,100,100,100
soybean,0,10,1,0.5,5,0.5,1,1000,100,100
soybean,0,10,1,0.5,5,0.5,7,10,80,78.6666666666667
soybean,0,10,1,0.5,5,0.5,7,100,100,100
soybean,0,10,1,0.5,5,0.5,7,1000,100,100
soybean,0,10,1,0.5,5,0.5,15,10,80,72
soybean,0,10,1,0.5,5,0.5,15,100,100,100
soybean,0,10,1,0.5,5,0.5,15,1000,100,100
soybean,0,10,1,0.5,5,0.9,1,10,100,100
soybean,0,10,1,0.5,5,0.9,1,100,100,100
soybean,0,10,1,0.5,5,0.9,1,1000,100,100
soybean,0,10,1,0.5,5,0.9,7,10,80,72
soybean,0,10,1,0.5,5,0.9,7,100,100,100
soybean,0,10,1,0.5,5,0.9,7,1000,100,100
soybean,0,10,1,0.5,5,0.9,15,10,0,0
soybean,0,10,1,0.5,5,0.9,15,100,100,100
soybean,0,10,1,0.5,5,0.9,15,1000,100,100
soybean,0,10,1,0.5,5,5,1,10,100,100
soybean,0,10,1,0.5,5,5,1,100,100,100
soybean,0,10,1,0.5,5,5,1,1000,100,100
soybean,0,10,1,0.5,5,5,7,10,100,100
soybean,0,10,1,0.5,5,5,7,100,100,100
soybean,0,10,1,0.5,5,5,7,1000,100,100
soybean,0,10,1,0.5,5,5,15,10,0,0
soybean,0,10,1,0.5,5,5,15,100,100,100
soybean,0,10,1,0.5,5,5,15,1000,100,100
soybean,0,10,1,0.8,0.1,0.1,1,10,60,53.3333333333333
soybean,0,10,1,0.8,0.1,0.1,1,100,100,100
soybean,0,10,1,0.8,0.1,0.1,1,1000,100,100
soybean,0,10,1,0.8,0.1,0.1,7,10,80,72
soybean,0,10,1,0.8,0.1,0.1,7,100,100,100
soybean,0,10,1,0.8,0.1,0.1,7,1000,100,100
soybean,0,10,1,0.8,0.1,0.1,15,10,60,46.6666666666667
soybean,0,10,1,0.8,0.1,0.1,15,100,100,100
soybean,0,10,1,0.8,0.1,0.1,15,1000,100,100
soybean,0,10,1,0.8,0.1,0.5,1,10,100,100
soybean,0,10,1,0.8,0.1,0.5,1,100,100,100
soybean,0,10,1,0.8,0.1,0.5,1,1000,100,100
soybean,0,10,1,0.8,0.1,0.5,7,10,0,0
soybean,0,10,1,0.8,0.1,0.5,7,100,100,100
soybean,0,10,1,0.8,0.1,0.5,7,1000,100,100
soybean,0,10,1,0.8,0.1,0.5,15,10,60,46.6666666666667
soybean,0,10,1,0.8,0.1,0.5,15,100,100,100
soybean,0,10,1,0.8,0.1,0.5,15,1000,100,100
soybean,0,10,1,0.8,0.1,0.9,1,10,100,100
soybean,0,10,1,0.8,0.1,0.9,1,100,100,100
soybean,0,10,1,0.8,0.1,0.9,1,1000,80,78.6666666666667
soybean,0,10,1,0.8,0.1,0.9,7,10,80,72
soybean,0,10,1,0.8,0.1,0.9,7,100,100,100
soybean,0,10,1,0.8,0.1,0.9,7,1000,100,100
soybean,0,10,1,0.8,0.1,0.9,15,10,40,36.6666666666667
soybean,0,10,1,0.8,0.1,0.9,15,100,100,100
soybean,0,10,1,0.8,0.1,0.9,15,1000,100,100
soybean,0,10,1,0.8,0.1,5,1,10,0,0
soybean,0,10,1,0.8,0.1,5,1,100,100,100
soybean,0,10,1,0.8,0.1,5,1,1000,100,100
soybean,0,10,1,0.8,0.1,5,7,10,100,100
soybean,0,10,1,0.8,0.1,5,7,100,100,100
soybean,0,10,1,0.8,0.1,5,7,1000,100,100
soybean,0,10,1,0.8,0.1,5,15,10,20,26.6666666666667
soybean,0,10,1,0.8,0.1,5,15,100,100,100
soybean,0,10,1,0.8,0.1,5,15,1000,100,100
soybean,0,10,1,0.8,0.5,0.1,1,10,80,80
soybean,0,10,1,0.8,0.5,0.1,1,100,100,100
soybean,0,10,1,0.8,0.5,0.1,1,1000,100,100
soybean,0,10,1,0.8,0.5,0.1,7,10,60,52
soybean,0,10,1,0.8,0.5,0.1,7,100,100,100
soybean,0,10,1,0.8,0.5,0.1,7,1000,100,100
soybean,0,10,1,0.8,0.5,0.1,15,10,100,100
soybean,0,10,1,0.8,0.5,0.1,15,100,100,100
soybean,0,10,1,0.8,0.5,0.1,15,1000,100,100
soybean,0,10,1,0.8,0.5,0.5,1,10,100,100
soybean,0,10,1,0.8,0.5,0.5,1,100,100,100
soybean,0,10,1,0.8,0.5,0.5,1,1000,100,100
soybean,0,10,1,0.8,0.5,0.5,7,10,40,32
soybean,0,10,1,0.8,0.5,0.5,7,100,20,20
soybean,0,10,1,0.8,0.5,0.5,7,1000,100,100
soybean,0,10,1,0.8,0.5,0.5,15,10,80,78.6666666666667
soybean,0,10,1,0.8,0.5,0.5,15,100,100,100
soybean,0,10,1,0.8,0.5,0.5,15,1000,100,100
soybean,0,10,1,0.8,0.5,0.9,1,10,100,100
soybean,0,10,1,0.8,0.5,0.9,1,100,100,100
soybean,0,10,1,0.8,0.5,0.9,1,1000,100,100
soybean,0,10,1,0.8,0.5,0.9,7,10,40,32
